f: 1    g: 0    h: 1    IJBBCCIJDDL.IJAAL.EEK.L...KFF..GGHH.
f: 6    g: 5    h: 1    I.BBCCIJDDL.IJAAL..JEEL...KFF.GGKHH.
f: 6    g: 5    h: 1    IBB.CCI.DDL.IJAAL..JEEL..JKFF.GGKHH.
f: 6    g: 5    h: 1    ..BBCC..DDL.IJAAL.IJEEL.IJKFF.GGKHH.
f: 6    g: 5    h: 1    ..BBCCI.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 6    g: 5    h: 1    I.BBCCIDD.L.IJAAL..JEEL..JKFF.GGKHH.
f: 6    g: 5    h: 1    IBB.CCIJDDL.IJAAL..JEEL...KFF.GGKHH.
f: 6    g: 5    h: 1    ..BBCC.JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 6    g: 5    h: 1    ..BBCCIJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 6    g: 5    h: 1    .JBBCC.JDDL.IJAAL.IEE.L.I.KFF.GGKHH.
f: 6    g: 5    h: 1    .JBBCCIJDDL.IJAAL.IEE.L...KFF.GGKHH.
f: 6    g: 5    h: 1    .JBBCCIJDDL.IJAAL.I.EEL...KFF.GGKHH.
f: 7    g: 6    h: 1    I.BBCCIJDDL.IJAAL..JEEL...KFF.GGK.HH
f: 7    g: 6    h: 1    IBB.CCI.DDL.IJAAL..JEEL..JKFF.GGK.HH
f: 7    g: 6    h: 1    ..BBCC..DDL.IJAAL.IJEEL.IJKFF.GGK.HH
f: 7    g: 6    h: 1    ..BBCCI.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 7    g: 6    h: 1    I.BBCCIDD.L.IJAAL..JEEL..JKFF.GGK.HH
f: 7    g: 6    h: 1    IBB.CCIJDDL.IJAAL..JEEL...KFF.GGK.HH
f: 7    g: 6    h: 1    ..BBCC.JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 7    g: 6    h: 1    ..BBCCIJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 7    g: 6    h: 1    .JBBCC.JDDL.IJAAL.IEE.L.I.KFF.GGK.HH
f: 7    g: 6    h: 1    .JBBCCIJDDL.IJAAL.IEE.L...KFF.GGK.HH
f: 7    g: 6    h: 1    .JBBCCIJDDL.IJAAL.I.EEL...KFF.GGK.HH
f: 7    g: 6    h: 1    IBB.CCIJDDL.IJAAL..JEEL...KFF.GGKHH.
f: 7    g: 6    h: 1    ..BBCC.JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 7    g: 6    h: 1    ..BBCCIJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 7    g: 6    h: 1    IBBCC.I.DDL.IJAAL..JEEL..JKFF.GGKHH.
f: 7    g: 6    h: 1    .BB.CC..DDL.IJAAL.IJEEL.IJKFF.GGKHH.
f: 7    g: 6    h: 1    .BB.CCI.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 7    g: 6    h: 1    IBB.CCIDD.L.IJAAL..JEEL..JKFF.GGKHH.
f: 7    g: 6    h: 1    BB..CC..DDL.IJAAL.IJEEL.IJKFF.GGKHH.
f: 7    g: 6    h: 1    ..BBCCI.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 7    g: 6    h: 1    ..BBCC.DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 7    g: 6    h: 1    ..BBCCDD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 7    g: 6    h: 1    BB..CCI.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 7    g: 6    h: 1    ..BBCCIDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 7    g: 6    h: 1    IBBCC.IJDDL.IJAAL..JEEL...KFF.GGKHH.
f: 7    g: 6    h: 1    .BB.CC.JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 7    g: 6    h: 1    .BB.CCIJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 7    g: 6    h: 1    BB..CC.JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 7    g: 6    h: 1    BB..CCIJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 8    g: 7    h: 1    IBB.CCIJDDL.IJAAL..JEEL...KFF.GGK.HH
f: 8    g: 7    h: 1    ..BBCC.JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 8    g: 7    h: 1    ..BBCCIJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 8    g: 7    h: 1    IBBCC.I.DDL.IJAAL..JEEL..JKFF.GGK.HH
f: 8    g: 7    h: 1    .BB.CC..DDL.IJAAL.IJEEL.IJKFF.GGK.HH
f: 8    g: 7    h: 1    .BB.CCI.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 8    g: 7    h: 1    IBB.CCIDD.L.IJAAL..JEEL..JKFF.GGK.HH
f: 8    g: 7    h: 1    BB..CC..DDL.IJAAL.IJEEL.IJKFF.GGK.HH
f: 8    g: 7    h: 1    ..BBCCI.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 8    g: 7    h: 1    ..BBCC.DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 8    g: 7    h: 1    ..BBCCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 8    g: 7    h: 1    BB..CCI.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 8    g: 7    h: 1    ..BBCCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 8    g: 7    h: 1    IBBCC.IJDDL.IJAAL..JEEL...KFF.GGK.HH
f: 8    g: 7    h: 1    .BB.CC.JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 8    g: 7    h: 1    .BB.CCIJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 8    g: 7    h: 1    BB..CC.JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 8    g: 7    h: 1    BB..CCIJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 8    g: 7    h: 1    IBBCC.IJDDL.IJAAL..JEEL...KFF.GGKHH.
f: 8    g: 7    h: 1    .BB.CC.JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 8    g: 7    h: 1    .BB.CCIJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 8    g: 7    h: 1    BB..CC.JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 8    g: 7    h: 1    BB..CCIJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 8    g: 7    h: 1    .BBCC...DDL.IJAAL.IJEEL.IJKFF.GGKHH.
f: 8    g: 7    h: 1    .BBCC.I.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 8    g: 7    h: 1    IBBCC.IDD.L.IJAAL..JEEL..JKFF.GGKHH.
f: 8    g: 7    h: 1    BB..CC..DDL.IJAAL.IJEEL.IJKFF.GGKHH.
f: 8    g: 7    h: 1    .BB.CCI.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 8    g: 7    h: 1    .BB.CC.DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 8    g: 7    h: 1    .BB.CCDD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 8    g: 7    h: 1    BB..CCI.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 8    g: 7    h: 1    .BB.CCIDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 8    g: 7    h: 1    BB.CC...DDL.IJAAL.IJEEL.IJKFF.GGKHH.
f: 8    g: 7    h: 1    BBCC....DDL.IJAAL.IJEEL.IJKFF.GGKHH.
f: 8    g: 7    h: 1    BB..CC.DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 8    g: 7    h: 1    BB..CCDD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 8    g: 7    h: 1    ..BBCCIDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 8    g: 7    h: 1    ..BBCCDD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 8    g: 7    h: 1    BB.CC.I.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 8    g: 7    h: 1    BBCC..I.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 8    g: 7    h: 1    BB..CCIDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 8    g: 7    h: 1    .BBCC..JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 8    g: 7    h: 1    .BBCC.IJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 8    g: 7    h: 1    BB.CC..JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 8    g: 7    h: 1    BBCC...JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 8    g: 7    h: 1    BB.CC.IJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 8    g: 7    h: 1    BBCC..IJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 9    g: 8    h: 1    IBBCC.IJDDL.IJAAL..JEEL...KFF.GGK.HH
f: 9    g: 8    h: 1    .BB.CC.JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 9    g: 8    h: 1    .BB.CCIJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 9    g: 8    h: 1    BB..CC.JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 9    g: 8    h: 1    BB..CCIJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 9    g: 8    h: 1    .BBCC...DDL.IJAAL.IJEEL.IJKFF.GGK.HH
f: 9    g: 8    h: 1    .BBCC.I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 9    g: 8    h: 1    IBBCC.IDD.L.IJAAL..JEEL..JKFF.GGK.HH
f: 9    g: 8    h: 1    BB..CC..DDL.IJAAL.IJEEL.IJKFF.GGK.HH
f: 9    g: 8    h: 1    .BB.CCI.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 9    g: 8    h: 1    .BB.CC.DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 9    g: 8    h: 1    .BB.CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 9    g: 8    h: 1    BB..CCI.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 9    g: 8    h: 1    .BB.CCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 9    g: 8    h: 1    BB.CC...DDL.IJAAL.IJEEL.IJKFF.GGK.HH
f: 9    g: 8    h: 1    BBCC....DDL.IJAAL.IJEEL.IJKFF.GGK.HH
f: 9    g: 8    h: 1    BB..CC.DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 9    g: 8    h: 1    BB..CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 9    g: 8    h: 1    ..BBCCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 9    g: 8    h: 1    ..BBCCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 9    g: 8    h: 1    BB.CC.I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 9    g: 8    h: 1    BBCC..I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 9    g: 8    h: 1    BB..CCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 9    g: 8    h: 1    .BBCC..JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 9    g: 8    h: 1    .BBCC.IJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 9    g: 8    h: 1    BB.CC..JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 9    g: 8    h: 1    BBCC...JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 9    g: 8    h: 1    BB.CC.IJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 9    g: 8    h: 1    BBCC..IJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 9    g: 8    h: 1    .BBCC..JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 9    g: 8    h: 1    .BBCC.IJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 9    g: 8    h: 1    BB.CC..JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 9    g: 8    h: 1    BBCC...JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 9    g: 8    h: 1    BB.CC.IJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 9    g: 8    h: 1    BBCC..IJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 9    g: 8    h: 1    BB.CC...DDL.IJAAL.IJEEL.IJKFF.GGKHH.
f: 9    g: 8    h: 1    .BBCC.I.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 9    g: 8    h: 1    .BBCC..DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 9    g: 8    h: 1    .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 9    g: 8    h: 1    BB.CC.I.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 9    g: 8    h: 1    .BBCC.IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 9    g: 8    h: 1    BBCC....DDL.IJAAL.IJEEL.IJKFF.GGKHH.
f: 9    g: 8    h: 1    BB..CC.DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 9    g: 8    h: 1    BB..CCDD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 9    g: 8    h: 1    .BB.CCIDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 9    g: 8    h: 1    .BB.CCDD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 9    g: 8    h: 1    BBCC..I.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 9    g: 8    h: 1    BB..CCIDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 9    g: 8    h: 1    BB.CC..DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 9    g: 8    h: 1    BB.CC.DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 9    g: 8    h: 1    BBCCL...DDL.IJAAL.IJEE..IJKFF.GGKHH.
f: 9    g: 8    h: 1    BBCC...DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 9    g: 8    h: 1    BBCC..DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 9    g: 8    h: 1    BB.CC.IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 9    g: 8    h: 1    BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGKHH.
f: 9    g: 8    h: 1    BBCC..IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 9    g: 8    h: 1    BBCCL..JDDL.IJAAL.IJEE..I.KFF.GGKHH.
f: 9    g: 8    h: 1    BBCCL.IJDDL.IJAAL.IJEE....KFF.GGKHH.
f: 10   g: 9    h: 1    .BBCC..JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 10   g: 9    h: 1    .BBCC.IJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 10   g: 9    h: 1    BB.CC..JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 10   g: 9    h: 1    BBCC...JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 10   g: 9    h: 1    BB.CC.IJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 10   g: 9    h: 1    BBCC..IJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 10   g: 9    h: 1    BB.CC...DDL.IJAAL.IJEEL.IJKFF.GGK.HH
f: 10   g: 9    h: 1    .BBCC.I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 10   g: 9    h: 1    .BBCC..DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 10   g: 9    h: 1    .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 10   g: 9    h: 1    BB.CC.I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 10   g: 9    h: 1    .BBCC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 10   g: 9    h: 1    BBCC....DDL.IJAAL.IJEEL.IJKFF.GGK.HH
f: 10   g: 9    h: 1    BB..CC.DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 10   g: 9    h: 1    BB..CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 10   g: 9    h: 1    .BB.CCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 10   g: 9    h: 1    .BB.CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 10   g: 9    h: 1    BBCC..I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 10   g: 9    h: 1    BB..CCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 10   g: 9    h: 1    BB.CC..DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 10   g: 9    h: 1    BB.CC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 10   g: 9    h: 1    BBCCL...DDL.IJAAL.IJEE..IJKFF.GGK.HH
f: 10   g: 9    h: 1    BBCC...DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 10   g: 9    h: 1    BBCC..DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 10   g: 9    h: 1    BB.CC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 10   g: 9    h: 1    BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGK.HH
f: 10   g: 9    h: 1    BBCC..IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 10   g: 9    h: 1    BBCCL..JDDL.IJAAL.IJEE..I.KFF.GGK.HH
f: 10   g: 9    h: 1    BBCCL.IJDDL.IJAAL.IJEE....KFF.GGK.HH
f: 10   g: 9    h: 1    BBCCL..JDDL.IJAAL.IJEE..I.KFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL.IJDDL.IJAAL.IJEE....KFF.GGKHH.
f: 10   g: 9    h: 1    BB.CC..DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 9    h: 1    BB.CC.DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 9    h: 1    .BBCC.IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 10   g: 9    h: 1    .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 9    h: 1    BB.CC.IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL...DDL.IJAAL.IJEE..IJKFF.GGKHH.
f: 10   g: 9    h: 1    BBCC...DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 9    h: 1    BBCC..DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGKHH.
f: 10   g: 9    h: 1    BBCC..IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL...DDL.IJAAL.IJ..EEIJKFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL...DDL.IJAAL.IJ.EE.IJKFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL..DD.L.IJAAL.IJEE..IJKFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL.DD..L.IJAAL.IJEE..IJKFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL.I.DDL.IJAAL.IJ..EE.JKFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL.I.DDL.IJAAL.IJ.EE..JKFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL.IDD.L.IJAAL.IJEE...JKFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL..JDDL.IJAAL.IJ.EE.I.KFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGKHH.
f: 10   g: 9    h: 1    BBCCL.IJDDL.IJAAL.IJ.EE...KFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL..JDDL.IJAAL.IJEE..I.KFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL.IJDDL.IJAAL.IJEE....KFF.GGK.HH
f: 11   g: 10   h: 1    BB.CC..DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 10   h: 1    BB.CC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 10   h: 1    .BBCC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 11   g: 10   h: 1    .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 10   h: 1    BB.CC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL...DDL.IJAAL.IJEE..IJKFF.GGK.HH
f: 11   g: 10   h: 1    BBCC...DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 10   h: 1    BBCC..DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGK.HH
f: 11   g: 10   h: 1    BBCC..IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL...DDL.IJAAL.IJ..EEIJKFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL...DDL.IJAAL.IJ.EE.IJKFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL..DD.L.IJAAL.IJEE..IJKFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL.DD..L.IJAAL.IJEE..IJKFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL.I.DDL.IJAAL.IJ..EE.JKFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL.I.DDL.IJAAL.IJ.EE..JKFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL.IDD.L.IJAAL.IJEE...JKFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL..JDDL.IJAAL.IJ.EE.I.KFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL.IJDDL.IJAAL.IJ.EE...KFF.GGK.HH
f: 11   g: 10   h: 1    BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL..JDDL.IJAAL.IJ.EE.I.KFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL.IJDDL.IJAAL.IJ.EE...KFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL...DDL.IJAAL.IJ..EEIJKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL...DDL.IJAAL.IJ.EE.IJKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL..DD.L.IJAAL.IJEE..IJKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL.DD..L.IJAAL.IJEE..IJKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL.I.DDL.IJAAL.IJ..EE.JKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL.I.DDL.IJAAL.IJ.EE..JKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL.IDD.L.IJAAL.IJEE...JKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL...DDL.IJAAL.IJK.EEIJKFF.GG.HH.
f: 11   g: 10   h: 1    BBCCL..DD.L.IJAAL.IJ..EEIJKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL.DD..L.IJAAL.IJ..EEIJKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL...DDL.IJAAL.IJKEE.IJKFF.GG.HH.
f: 11   g: 10   h: 1    BBCCL..DD.L.IJAAL.IJ.EE.IJKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL.DD..L.IJAAL.IJ.EE.IJKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL.I.DDL.IJAAL.IJK.EE.JKFF.GG.HH.
f: 11   g: 10   h: 1    BBCCL.IDD.L.IJAAL.IJ..EE.JKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL.I.DDL.IJAAL.IJKEE..JKFF.GG.HH.
f: 11   g: 10   h: 1    BBCCL.IDD.L.IJAAL.IJ.EE..JKFF.GGKHH.
f: 11   g: 10   h: 1    BBCCL..JDDL.IJAAL.IJK.EEI.KFF.GG.HH.
f: 11   g: 10   h: 1    BBCCL..JDDL.IJAAL.IJKEE.I.KFF.GG.HH.
f: 11   g: 10   h: 1    BBCCL.IJDDL.IJAAL.IJK.EE..KFF.GG.HH.
f: 11   g: 10   h: 1    BBCCL.IJDDL.IJAAL.IJKEE...KFF.GG.HH.
f: 12   g: 11   h: 1    BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGK.HH
f: 12   g: 11   h: 1    BBCCL..JDDL.IJAAL.IJ.EE.I.KFF.GGK.HH
f: 12   g: 11   h: 1    BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGK.HH
