f: 2    g: 0    h: 2    IJBBCCIJDDL.IJAAL.EEK.L...KFF..GGHH.
f: 10   g: 8    h: 2    BBCC...JDDL.IJAAL.IJEEL.I.KFF.GGKHH.
f: 10   g: 8    h: 2    BB.CC.IJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 10   g: 8    h: 2    BBCC..IJDDL.IJAAL.IJEEL...KFF.GGKHH.
f: 10   g: 8    h: 2    BB.CC...DDL.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 8    h: 2    .BBCC.I.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 10   g: 8    h: 2    .BBCC..DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 8    h: 2    .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 8    h: 2    BB.CC.I.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 10   g: 8    h: 2    .BBCC.IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 10   g: 8    h: 2    BBCC....DDL.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 8    h: 2    BB..CC.DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 8    h: 2    BB..CCDD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 8    h: 2    .BB.CCIDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 10   g: 8    h: 2    .BB.CCDD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 8    h: 2    BBCC..I.DDL.IJAAL.IJEEL..JKFF.GGKHH.
f: 10   g: 8    h: 2    BB..CCIDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 10   g: 8    h: 2    BB.CC..DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 8    h: 2    BB.CC.DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 8    h: 2    BBCCL...DDL.IJAAL.IJEE..IJKFF.GGKHH.
f: 10   g: 8    h: 2    BBCC...DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 8    h: 2    BBCC..DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 10   g: 8    h: 2    BB.CC.IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 10   g: 8    h: 2    BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGKHH.
f: 10   g: 8    h: 2    BBCC..IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 10   g: 8    h: 2    BBCCL..JDDL.IJAAL.IJEE..I.KFF.GGKHH.
f: 10   g: 8    h: 2    BBCCL.IJDDL.IJAAL.IJEE....KFF.GGKHH.
f: 11   g: 9    h: 2    .BBCC..JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 11   g: 9    h: 2    .BBCC.IJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 11   g: 9    h: 2    BB.CC..JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 11   g: 9    h: 2    BBCC...JDDL.IJAAL.IJEEL.I.KFF.GGK.HH
f: 11   g: 9    h: 2    BB.CC.IJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 11   g: 9    h: 2    BBCC..IJDDL.IJAAL.IJEEL...KFF.GGK.HH
f: 11   g: 9    h: 2    BB.CC...DDL.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 9    h: 2    .BBCC.I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 11   g: 9    h: 2    .BBCC..DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 9    h: 2    .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 9    h: 2    BB.CC.I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 11   g: 9    h: 2    .BBCC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 11   g: 9    h: 2    BBCC....DDL.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 9    h: 2    BB..CC.DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 9    h: 2    BB..CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 9    h: 2    .BB.CCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 11   g: 9    h: 2    .BB.CCDD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 9    h: 2    BBCC..I.DDL.IJAAL.IJEEL..JKFF.GGK.HH
f: 11   g: 9    h: 2    BB..CCIDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 11   g: 9    h: 2    BB.CC..DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 9    h: 2    BB.CC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 9    h: 2    BBCCL...DDL.IJAAL.IJEE..IJKFF.GGK.HH
f: 11   g: 9    h: 2    BBCC...DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 9    h: 2    BBCC..DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 11   g: 9    h: 2    BB.CC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 11   g: 9    h: 2    BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGK.HH
f: 11   g: 9    h: 2    BBCC..IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 11   g: 9    h: 2    BBCCL..JDDL.IJAAL.IJEE..I.KFF.GGK.HH
f: 11   g: 9    h: 2    BBCCL.IJDDL.IJAAL.IJEE....KFF.GGK.HH
f: 11   g: 9    h: 2    BBCCL..JDDL.IJAAL.IJEE..I.KFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL.IJDDL.IJAAL.IJEE....KFF.GGKHH.
f: 11   g: 9    h: 2    BB.CC..DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 11   g: 9    h: 2    BB.CC.DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 11   g: 9    h: 2    .BBCC.IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 11   g: 9    h: 2    .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 11   g: 9    h: 2    BB.CC.IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL...DDL.IJAAL.IJEE..IJKFF.GGKHH.
f: 11   g: 9    h: 2    BBCC...DD.L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 11   g: 9    h: 2    BBCC..DD..L.IJAAL.IJEEL.IJKFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGKHH.
f: 11   g: 9    h: 2    BBCC..IDD.L.IJAAL.IJEEL..JKFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL...DDL.IJAAL.IJ..EEIJKFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL...DDL.IJAAL.IJ.EE.IJKFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL..DD.L.IJAAL.IJEE..IJKFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL.DD..L.IJAAL.IJEE..IJKFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL.I.DDL.IJAAL.IJ..EE.JKFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL.I.DDL.IJAAL.IJ.EE..JKFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL.IDD.L.IJAAL.IJEE...JKFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL..JDDL.IJAAL.IJ.EE.I.KFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGKHH.
f: 11   g: 9    h: 2    BBCCL.IJDDL.IJAAL.IJ.EE...KFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL..JDDL.IJAAL.IJEE..I.KFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL.IJDDL.IJAAL.IJEE....KFF.GGK.HH
f: 12   g: 10   h: 2    BB.CC..DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 12   g: 10   h: 2    BB.CC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 12   g: 10   h: 2    .BBCC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 12   g: 10   h: 2    .BBCC.DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 12   g: 10   h: 2    BB.CC.IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL...DDL.IJAAL.IJEE..IJKFF.GGK.HH
f: 12   g: 10   h: 2    BBCC...DD.L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 12   g: 10   h: 2    BBCC..DD..L.IJAAL.IJEEL.IJKFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL.I.DDL.IJAAL.IJEE...JKFF.GGK.HH
f: 12   g: 10   h: 2    BBCC..IDD.L.IJAAL.IJEEL..JKFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL...DDL.IJAAL.IJ..EEIJKFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL...DDL.IJAAL.IJ.EE.IJKFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL..DD.L.IJAAL.IJEE..IJKFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL.DD..L.IJAAL.IJEE..IJKFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL.I.DDL.IJAAL.IJ..EE.JKFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL.I.DDL.IJAAL.IJ.EE..JKFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL.IDD.L.IJAAL.IJEE...JKFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL..JDDL.IJAAL.IJ.EE.I.KFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL.IJDDL.IJAAL.IJ.EE...KFF.GGK.HH
f: 12   g: 10   h: 2    BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL..JDDL.IJAAL.IJ.EE.I.KFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL.IJDDL.IJAAL.IJ.EE...KFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL...DDL.IJAAL.IJ..EEIJKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL...DDL.IJAAL.IJ.EE.IJKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL..DD.L.IJAAL.IJEE..IJKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL.DD..L.IJAAL.IJEE..IJKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL.I.DDL.IJAAL.IJ..EE.JKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL.I.DDL.IJAAL.IJ.EE..JKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL.IDD.L.IJAAL.IJEE...JKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL...DDL.IJAAL.IJK.EEIJKFF.GG.HH.
f: 12   g: 10   h: 2    BBCCL..DD.L.IJAAL.IJ..EEIJKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL.DD..L.IJAAL.IJ..EEIJKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL...DDL.IJAAL.IJKEE.IJKFF.GG.HH.
f: 12   g: 10   h: 2    BBCCL..DD.L.IJAAL.IJ.EE.IJKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL.DD..L.IJAAL.IJ.EE.IJKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL.I.DDL.IJAAL.IJK.EE.JKFF.GG.HH.
f: 12   g: 10   h: 2    BBCCL.IDD.L.IJAAL.IJ..EE.JKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL.I.DDL.IJAAL.IJKEE..JKFF.GG.HH.
f: 12   g: 10   h: 2    BBCCL.IDD.L.IJAAL.IJ.EE..JKFF.GGKHH.
f: 12   g: 10   h: 2    BBCCL..JDDL.IJAAL.IJK.EEI.KFF.GG.HH.
f: 12   g: 10   h: 2    BBCCL..JDDL.IJAAL.IJKEE.I.KFF.GG.HH.
f: 12   g: 10   h: 2    BBCCL.IJDDL.IJAAL.IJK.EE..KFF.GG.HH.
f: 12   g: 10   h: 2    BBCCL.IJDDL.IJAAL.IJKEE...KFF.GG.HH.
f: 13   g: 11   h: 2    BBCCL..JDDL.IJAAL.IJ..EEI.KFF.GGK.HH
f: 13   g: 11   h: 2    BBCCL..JDDL.IJAAL.IJ.EE.I.KFF.GGK.HH
f: 13   g: 11   h: 2    BBCCL.IJDDL.IJAAL.IJ..EE..KFF.GGK.HH
